timestamp,features,head_mode,eval_kind,manyup_ckpt,manyup_use_proj,time_pool,epochs,lr,knn_k,batch_size,seed,test_miou,test_overall_acc,avg_epoch_sec,manyup_native_out,timanyup_ckpt,timanyup_k,timanyup_hrlc,timanyup_query_input,timanyup_train_transform,timanyup_transform_epochs
2026-09-11T04:23:36,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,32,0,0.50,0.77,123.19,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp16ep64,upsampled,True,4
2026-09-11T04:37:50,oe_base_s2_ps16_tile64,timanyup_t,lp,,,,32,0.01,,32,0,0.50,0.78,175.20,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single,bilinear,False,0
2026-09-11T04:49:20,oe_base_s2_ps16_tile64,timanyup,lp,,,,32,0.01,,32,0,0.43,0.76,195.24,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single,bilinear,False,0
2026-09-11T05:02:04,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,32,0,0.53,0.79,167.50,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,upsampled,True,0
2026-09-11T05:05:32,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,32,0,0.53,0.79,172.20,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,bilinear,True,0
2026-09-11T05:06:27,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,32,0,0.51,0.78,172.87,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,upsampled,True,4
2026-09-11T05:10:47,oe_base_s2_ps16_tile64,timanyup,lp,,,,32,0.01,,32,0,0.43,0.76,180.87,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single,upsampled,False,0
2026-09-11T05:13:11,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,32,0,0.51,0.78,186.25,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,bilinear,True,4
2026-09-11T05:13:45,oe_base_s2_ps16_tile64,timanyup_t,lp,,,,32,0.01,,32,0,0.50,0.78,186.03,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single,upsampled,False,0
2026-09-11T11:09:50,oe_base_s2_ps2_tile2_single,lp_pa2px,lp,,,,32,0.01,,8,0,0.46,0.77,9.93,,,,,,,
2026-09-11T11:27:53,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.49,0.77,97.15,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp16ep64,upsampled,True,4
2026-09-11T11:31:25,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.50,0.77,103.31,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp16ep64,upsampled,True,0
2026-09-11T11:38:51,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.49,0.77,119.16,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp16ep64,bilinear,True,4
2026-09-11T11:57:33,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.50,0.78,153.33,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp16ep64,bilinear,True,0
2026-09-11T11:59:53,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.51,0.78,158.76,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,bilinear,True,0
2026-09-11T12:01:46,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.49,0.77,162.85,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,upsampled,True,4
2026-09-11T12:01:47,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.50,0.78,162.70,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,upsampled,True,0
2026-09-11T12:05:57,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,32,0,0.49,0.78,170.36,,timanyup_s2_ps16_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp16ep64,bilinear,True,4
2026-09-11T12:12:29,oe_base_s2_ps8_tile64_ftp8ep64,timanyup,lp,,,,32,0.01,,4,0,0.59,0.82,165.21,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,upsampled,True,0
2026-09-11T12:13:10,oe_base_s2_ps8_tile64_ftp8ep64,timanyup,lp,,,,32,0.01,,4,0,0.59,0.81,166.60,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,bilinear,True,4
2026-09-11T12:14:42,oe_base_s2_ps8_tile64_ftp8ep64,timanyup,lp,,,,32,0.01,,4,0,0.59,0.81,168.72,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,upsampled,True,4
2026-09-11T12:16:54,oe_base_s2_ps8_tile64_ftp8ep64,timanyup,lp,,,,32,0.01,,4,0,0.59,0.82,173.57,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,bilinear,True,0
2026-09-11T12:25:03,oe_base_s2_ps2_tile2_single,lp_pa2px_ens,lp,,,,32,0.01,,8,0,0.54,0.80,157.44,,,,,,,
2026-09-11T13:46:08,oe_base_s2_ps8_tile64_ftp8ep64,timanyup_t,lp,,,,32,0.01,,4,0,0.59,0.82,169.18,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,upsampled,True,0
2026-09-11T13:46:43,oe_base_s2_ps8_tile64_ftp8ep64,timanyup_t,lp,,,,32,0.01,,4,0,0.58,0.81,168.67,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,bilinear,True,4
2026-09-11T13:51:27,oe_base_s2_ps8_tile64_ftp8ep64,timanyup_t,lp,,,,32,0.01,,4,0,0.58,0.81,174.72,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,upsampled,True,4
2026-09-11T14:00:15,oe_base_s2_ps8_tile64_ftp8ep64,timanyup_t,lp,,,,32,0.01,,4,0,0.59,0.82,187.58,,timanyup_s2_ps8_to_ps2_T12_k512_tf0.25_bs4_ep19.pth,512,oe_base_s2_ps2_tile2_single_ftp8ep64,bilinear,True,0
2026-09-12T03:14:46,oe_base_s2_ps16_tile64_ftp4ep40,timanyup,lp,,,,32,0.01,,8,0,0.47,0.75,93.81,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,4
2026-09-12T03:17:01,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,8,0,0.50,0.77,95.89,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,0
2026-09-12T03:18:25,oe_base_s2_ps16_tile64_ftp4ep40,timanyup,lp,,,,32,0.01,,8,0,0.47,0.76,98.45,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,0
2026-09-12T03:20:05,oe_base_s2_ps16_tile64_ftp16ep64,timanyup,lp,,,,32,0.01,,8,0,0.49,0.77,101.57,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,4
2026-09-12T04:16:35,oe_base_s2_ps16_tile64_ftp4ep40,timanyup_t,lp,,,,32,0.01,,8,0,0.47,0.75,106.23,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,4
2026-09-12T04:17:35,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,8,0,0.51,0.78,104.01,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,0
2026-09-12T04:19:59,oe_base_s2_ps16_tile64_ftp16ep64,timanyup_t,lp,,,,32,0.01,,8,0,0.49,0.77,102.48,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,4
2026-09-12T04:20:46,oe_base_s2_ps16_tile64_ftp4ep40,timanyup_t,lp,,,,32,0.01,,8,0,0.49,0.76,106.85,,timanyup_s2_ps16_to_ps4_T12_k512_tf0.25_bs4_qupsampled_ep19.pth,512,oe_base_s2_ps4_tile4_single_ftp4ep40,upsampled,True,0
